Category	Subcategory	Subsystem	Role	Features
Nitrogen Metabolism	Nitrogen Metabolism - no subcategory	Cyanate hydrolysis	Cyanate transport protein CynX	fig|6666666.707976.peg.1494, fig|6666666.707976.peg.4626
Nitrogen Metabolism	Nitrogen Metabolism - no subcategory	Cyanate hydrolysis	Cyanate hydratase (EC 4.2.1.104)	fig|6666666.707976.peg.592
Nitrogen Metabolism	Nitrogen Metabolism - no subcategory	Cyanate hydrolysis	Cyanate ABC transporter, permease protein	fig|6666666.707976.peg.3862
Nitrogen Metabolism	Nitrogen Metabolism - no subcategory	Allantoin Utilization	Ureidoglycolate hydrolase (EC 3.5.3.19)	fig|6666666.707976.peg.2448
Nitrogen Metabolism	Nitrogen Metabolism - no subcategory	Allantoin Utilization	2-hydroxy-3-oxopropionate reductase (EC 1.1.1.60)	fig|6666666.707976.peg.917, fig|6666666.707976.peg.5035
Nitrogen Metabolism	Nitrogen Metabolism - no subcategory	Allantoin Utilization	Glyoxylate carboligase (EC 4.1.1.47)	fig|6666666.707976.peg.915
Nitrogen Metabolism	Nitrogen Metabolism - no subcategory	Allantoin Utilization	Allantoicase (EC 3.5.3.4)	fig|6666666.707976.peg.2447
Nitrogen Metabolism	Nitrogen Metabolism - no subcategory	Allantoin Utilization	Glycerate kinase (EC 2.7.1.31)	fig|6666666.707976.peg.2047, fig|6666666.707976.peg.4539, fig|6666666.707976.peg.5634
Nitrogen Metabolism	Nitrogen Metabolism - no subcategory	Dissimilatory nitrite reductase	Cytochrome c55X precursor NirC	fig|6666666.707976.peg.3968
Nitrogen Metabolism	Nitrogen Metabolism - no subcategory	Dissimilatory nitrite reductase	Nitrite reductase associated c-type cytochorome NirN	fig|6666666.707976.peg.3976
Nitrogen Metabolism	Nitrogen Metabolism - no subcategory	Dissimilatory nitrite reductase	Heme d1 biosynthesis protein NirH	fig|6666666.707976.peg.3973
Nitrogen Metabolism	Nitrogen Metabolism - no subcategory	Dissimilatory nitrite reductase	Heme d1 biosynthesis protein NirL	fig|6666666.707976.peg.3971
Nitrogen Metabolism	Nitrogen Metabolism - no subcategory	Dissimilatory nitrite reductase	Heme d1 biosynthesis protein NirD	fig|6666666.707976.peg.3970
Nitrogen Metabolism	Nitrogen Metabolism - no subcategory	Dissimilatory nitrite reductase	Heme d1 biosynthesis protein NirG	fig|6666666.707976.peg.3972
Nitrogen Metabolism	Nitrogen Metabolism - no subcategory	Dissimilatory nitrite reductase	Cytochrome cd1 nitrite reductase (EC:1.7.2.1)	fig|6666666.707976.peg.3966
Nitrogen Metabolism	Nitrogen Metabolism - no subcategory	Dissimilatory nitrite reductase	Uroporphyrinogen-III methyltransferase (EC 2.1.1.107)	fig|6666666.707976.peg.3238, fig|6666666.707976.peg.3464, fig|6666666.707976.peg.3975
Nitrogen Metabolism	Nitrogen Metabolism - no subcategory	Dissimilatory nitrite reductase	Heme d1 biosynthesis protein NirJ	fig|6666666.707976.peg.3974
Nitrogen Metabolism	Nitrogen Metabolism - no subcategory	Dissimilatory nitrite reductase	Heme d1 biosynthesis protein NirF	fig|6666666.707976.peg.3969
Nitrogen Metabolism	Nitrogen Metabolism - no subcategory	Nitrosative stress	Nitric oxide-dependent regulator DnrN or NorA	fig|6666666.707976.peg.3955
Nitrogen Metabolism	Nitrogen Metabolism - no subcategory	Nitrosative stress	NnrS protein involved in response to NO	fig|6666666.707976.peg.3957
Nitrogen Metabolism	Nitrogen Metabolism - no subcategory	Nitrate and nitrite ammonification	Nitrate ABC transporter, nitrate-binding protein	fig|6666666.707976.peg.3245, fig|6666666.707976.peg.3861
Nitrogen Metabolism	Nitrogen Metabolism - no subcategory	Nitrate and nitrite ammonification	Respiratory nitrate reductase alpha chain (EC 1.7.99.4)	fig|6666666.707976.peg.894
Nitrogen Metabolism	Nitrogen Metabolism - no subcategory	Nitrate and nitrite ammonification	Response regulator NasT	fig|6666666.707976.peg.3244
Nitrogen Metabolism	Nitrogen Metabolism - no subcategory	Nitrate and nitrite ammonification	Nitrate/nitrite transporter	fig|6666666.707976.peg.853, fig|6666666.707976.peg.895, fig|6666666.707976.peg.896, fig|6666666.707976.peg.2173, fig|6666666.707976.peg.3243
Nitrogen Metabolism	Nitrogen Metabolism - no subcategory	Nitrate and nitrite ammonification	Assimilatory nitrate reductase large subunit (EC:1.7.99.4)	fig|6666666.707976.peg.3239
Nitrogen Metabolism	Nitrogen Metabolism - no subcategory	Nitrate and nitrite ammonification	Nitrate ABC transporter, ATP-binding protein	fig|6666666.707976.peg.3863
Nitrogen Metabolism	Nitrogen Metabolism - no subcategory	Nitrate and nitrite ammonification	Respiratory nitrate reductase gamma chain (EC 1.7.99.4)	fig|6666666.707976.peg.891
Nitrogen Metabolism	Nitrogen Metabolism - no subcategory	Nitrate and nitrite ammonification	Respiratory nitrate reductase delta chain (EC 1.7.99.4)	fig|6666666.707976.peg.892
Nitrogen Metabolism	Nitrogen Metabolism - no subcategory	Nitrate and nitrite ammonification	Respiratory nitrate reductase beta chain (EC 1.7.99.4)	fig|6666666.707976.peg.893
Nitrogen Metabolism	Nitrogen Metabolism - no subcategory	Nitrate and nitrite ammonification	Nitrate/nitrite sensor protein (EC 2.7.3.-)	fig|6666666.707976.peg.898
Nitrogen Metabolism	Nitrogen Metabolism - no subcategory	Nitrate and nitrite ammonification	Nitrate/nitrite response regulator protein	fig|6666666.707976.peg.899
Nitrogen Metabolism	Nitrogen Metabolism - no subcategory	Nitrate and nitrite ammonification	Nitrite reductase [NAD(P)H] large subunit (EC 1.7.1.4)	fig|6666666.707976.peg.3241, fig|6666666.707976.peg.5677
Nitrogen Metabolism	Nitrogen Metabolism - no subcategory	Nitrate and nitrite ammonification	Nitrite reductase [NAD(P)H] small subunit (EC 1.7.1.4)	fig|6666666.707976.peg.3240, fig|6666666.707976.peg.5676
Nitrogen Metabolism	Nitrogen Metabolism - no subcategory	Ammonia assimilation	Nitrogen regulatory protein P-II, glnK	fig|6666666.707976.peg.5270
Nitrogen Metabolism	Nitrogen Metabolism - no subcategory	Ammonia assimilation	Nitrogen regulation protein NR(I)	fig|6666666.707976.peg.624, fig|6666666.707976.peg.2090, fig|6666666.707976.peg.4727, fig|6666666.707976.peg.5914
Nitrogen Metabolism	Nitrogen Metabolism - no subcategory	Ammonia assimilation	Glutamine amidotransferase, class-II	fig|6666666.707976.peg.4608, fig|6666666.707976.peg.5233
Nitrogen Metabolism	Nitrogen Metabolism - no subcategory	Ammonia assimilation	Glutamate-ammonia-ligase adenylyltransferase (EC 2.7.7.42)	fig|6666666.707976.peg.5780
Nitrogen Metabolism	Nitrogen Metabolism - no subcategory	Ammonia assimilation	Ammonium transporter	fig|6666666.707976.peg.1291, fig|6666666.707976.peg.5271
Nitrogen Metabolism	Nitrogen Metabolism - no subcategory	Ammonia assimilation	Glutamate synthase [NADPH] large chain (EC 1.4.1.13)	fig|6666666.707976.peg.982, fig|6666666.707976.peg.1245, fig|6666666.707976.peg.1943, fig|6666666.707976.peg.1963, fig|6666666.707976.peg.2111, fig|6666666.707976.peg.2488, fig|6666666.707976.peg.3344, fig|6666666.707976.peg.4756, fig|6666666.707976.peg.5840
Nitrogen Metabolism	Nitrogen Metabolism - no subcategory	Ammonia assimilation	[Protein-PII] uridylyltransferase (EC 2.7.7.59)	fig|6666666.707976.peg.1813
Nitrogen Metabolism	Nitrogen Metabolism - no subcategory	Ammonia assimilation	Glutamine synthetase type I (EC 6.3.1.2)	fig|6666666.707976.peg.5909
Nitrogen Metabolism	Nitrogen Metabolism - no subcategory	Ammonia assimilation	Glutamate synthase [NADPH] small chain (EC 1.4.1.13)	fig|6666666.707976.peg.373, fig|6666666.707976.peg.5839
Nitrogen Metabolism	Nitrogen Metabolism - no subcategory	Nitrilase	Transcriptional regulator in custer with plant-induced nitrilase	fig|6666666.707976.peg.2256
Nitrogen Metabolism	Nitrogen Metabolism - no subcategory	Nitrilase	Plant-induced nitrilase (EC 3.5.5.1), hydrolyses beta-cyano-L-alanine	fig|6666666.707976.peg.2257
Nitrogen Metabolism	Denitrification	Denitrifying reductase gene clusters	Nitric oxide reductase activation protein NorE	fig|6666666.707976.peg.3964
Nitrogen Metabolism	Denitrification	Denitrifying reductase gene clusters	Respiratory nitrate reductase alpha chain (EC 1.7.99.4)	fig|6666666.707976.peg.894
Nitrogen Metabolism	Denitrification	Denitrifying reductase gene clusters	Nitric-oxide reductase subunit C (EC 1.7.99.7)	fig|6666666.707976.peg.3962
Nitrogen Metabolism	Denitrification	Denitrifying reductase gene clusters	Nitric oxide reductase activation protein NorQ	fig|6666666.707976.peg.3965
Nitrogen Metabolism	Denitrification	Denitrifying reductase gene clusters	Nitrous oxide reductase maturation protein, outer-membrane lipoprotein NosL	fig|6666666.707976.peg.4001
Nitrogen Metabolism	Denitrification	Denitrifying reductase gene clusters	Nitric oxide reductase activation protein NorD	fig|6666666.707976.peg.3960
Nitrogen Metabolism	Denitrification	Denitrifying reductase gene clusters	Nitrous oxide reductase maturation protein NosD	fig|6666666.707976.peg.3998
Nitrogen Metabolism	Denitrification	Denitrifying reductase gene clusters	Nitrous oxide reductase maturation protein NosF (ATPase)	fig|6666666.707976.peg.3999
Nitrogen Metabolism	Denitrification	Denitrifying reductase gene clusters	Respiratory nitrate reductase gamma chain (EC 1.7.99.4)	fig|6666666.707976.peg.891
Nitrogen Metabolism	Denitrification	Denitrifying reductase gene clusters	Respiratory nitrate reductase delta chain (EC 1.7.99.4)	fig|6666666.707976.peg.892
Nitrogen Metabolism	Denitrification	Denitrifying reductase gene clusters	Respiratory nitrate reductase beta chain (EC 1.7.99.4)	fig|6666666.707976.peg.893
Nitrogen Metabolism	Denitrification	Denitrifying reductase gene clusters	Nitrous oxide reductase maturation transmembrane protein NosY	fig|6666666.707976.peg.4000
Nitrogen Metabolism	Denitrification	Denitrifying reductase gene clusters	Nitrous oxide reductase maturation protein NosR	fig|6666666.707976.peg.3996
Nitrogen Metabolism	Denitrification	Denitrifying reductase gene clusters	Nitric oxide reductase activation protein NorF	fig|6666666.707976.peg.3963
Nitrogen Metabolism	Denitrification	Denitrifying reductase gene clusters	Nitrous-oxide reductase (EC 1.7.99.6)	fig|6666666.707976.peg.3997
Nitrogen Metabolism	Denitrification	Denitrifying reductase gene clusters	Nitric-oxide reductase subunit B (EC 1.7.99.7)	fig|6666666.707976.peg.3961
Nitrogen Metabolism	Denitrification	Denitrification	Nitric oxide reductase activation protein NorE	fig|6666666.707976.peg.3964
Nitrogen Metabolism	Denitrification	Denitrification	NnrS protein involved in response to NO	fig|6666666.707976.peg.3957
Nitrogen Metabolism	Denitrification	Denitrification	Nitric-oxide reductase subunit C (EC 1.7.99.7)	fig|6666666.707976.peg.3962
Nitrogen Metabolism	Denitrification	Denitrification	Nitric oxide reductase activation protein NorQ	fig|6666666.707976.peg.3965
Nitrogen Metabolism	Denitrification	Denitrification	Nitrous oxide reductase maturation protein, outer-membrane lipoprotein NosL	fig|6666666.707976.peg.4001
Nitrogen Metabolism	Denitrification	Denitrification	Nitric oxide reductase activation protein NorD	fig|6666666.707976.peg.3960
Nitrogen Metabolism	Denitrification	Denitrification	Nitrous oxide reductase maturation protein NosD	fig|6666666.707976.peg.3998
Nitrogen Metabolism	Denitrification	Denitrification	Cytochrome cd1 nitrite reductase (EC:1.7.2.1)	fig|6666666.707976.peg.3966
Nitrogen Metabolism	Denitrification	Denitrification	Nitrous oxide reductase maturation protein NosF (ATPase)	fig|6666666.707976.peg.3999
Nitrogen Metabolism	Denitrification	Denitrification	Nitrous oxide reductase maturation transmembrane protein NosY	fig|6666666.707976.peg.4000
Nitrogen Metabolism	Denitrification	Denitrification	Nitrous oxide reductase maturation protein NosR	fig|6666666.707976.peg.3996
Nitrogen Metabolism	Denitrification	Denitrification	Nitric oxide -responding transcriptional regulator Dnr (Crp/Fnr family)	fig|6666666.707976.peg.900, fig|6666666.707976.peg.3958
Nitrogen Metabolism	Denitrification	Denitrification	Nitrous-oxide reductase (EC 1.7.99.6)	fig|6666666.707976.peg.3997
Nitrogen Metabolism	Denitrification	Denitrification	Nitric-oxide reductase subunit B (EC 1.7.99.7)	fig|6666666.707976.peg.3961
Dormancy and Sporulation	Dormancy and Sporulation - no subcategory	Spore Core Dehydration	Fused spore maturation proteins A and B	fig|6666666.707976.peg.4242
Dormancy and Sporulation	Dormancy and Sporulation - no subcategory	Persister Cells	Ribosome modulation factor	fig|6666666.707976.peg.3247
Dormancy and Sporulation	Dormancy and Sporulation - no subcategory	Persister Cells	Cell division inhibitor	fig|6666666.707976.peg.2722
Dormancy and Sporulation	Dormancy and Sporulation - no subcategory	Sporulation-associated proteins with broader functions	Peptidyl-tRNA hydrolase (EC 3.1.1.29)	fig|6666666.707976.peg.2703
Respiration	Electron accepting reactions	Ubiquinone Menaquinone-cytochrome c reductase complexes	ubiquinol cytochrome C oxidoreductase, cytochrome C1 subunit	fig|6666666.707976.peg.1444
Respiration	Electron accepting reactions	Ubiquinone Menaquinone-cytochrome c reductase complexes	Ubiquinol-cytochrome C reductase iron-sulfur subunit (EC 1.10.2.2)	fig|6666666.707976.peg.1442
Respiration	Electron accepting reactions	Ubiquinone Menaquinone-cytochrome c reductase complexes	Ubiquinol--cytochrome c reductase, cytochrome B subunit (EC 1.10.2.2)	fig|6666666.707976.peg.1443
Respiration	Electron accepting reactions	Terminal cytochrome d ubiquinol oxidases	putative Cytochrome bd2, subunit I	fig|6666666.707976.peg.2869
Respiration	Electron accepting reactions	Terminal cytochrome d ubiquinol oxidases	putative Cytochrome bd2, subunit II	fig|6666666.707976.peg.2870
Respiration	Electron accepting reactions	Terminal cytochrome O ubiquinol oxidase	Cytochrome O ubiquinol oxidase subunit III (EC 1.10.3.-)	fig|6666666.707976.peg.1433
Respiration	Electron accepting reactions	Terminal cytochrome O ubiquinol oxidase	Cytochrome O ubiquinol oxidase subunit IV (EC 1.10.3.-)	fig|6666666.707976.peg.1434
Respiration	Electron accepting reactions	Terminal cytochrome O ubiquinol oxidase	Cytochrome O ubiquinol oxidase subunit I (EC 1.10.3.-)	fig|6666666.707976.peg.1432
Respiration	Electron accepting reactions	Terminal cytochrome O ubiquinol oxidase	Cytochrome O ubiquinol oxidase subunit II (EC 1.10.3.-)	fig|6666666.707976.peg.1431
Respiration	Electron accepting reactions	Terminal cytochrome C oxidases	Cytochrome c oxidase subunit CcoQ (EC 1.9.3.1)	fig|6666666.707976.peg.3281, fig|6666666.707976.peg.3286
Respiration	Electron accepting reactions	Terminal cytochrome C oxidases	Cytochrome c oxidase subunit CcoN (EC 1.9.3.1)	fig|6666666.707976.peg.2204, fig|6666666.707976.peg.3283, fig|6666666.707976.peg.3288
Respiration	Electron accepting reactions	Terminal cytochrome C oxidases	Alternative cytochrome c oxidase polypeptide CoxO (EC 1.9.3.1)	fig|6666666.707976.peg.4679
Respiration	Electron accepting reactions	Terminal cytochrome C oxidases	Alternative cytochrome c oxidase polypeptide CoxM (EC 1.9.3.1)	fig|6666666.707976.peg.4681
Respiration	Electron accepting reactions	Terminal cytochrome C oxidases	Cytochrome c oxidase polypeptide I (EC 1.9.3.1)	fig|6666666.707976.peg.4277
Respiration	Electron accepting reactions	Terminal cytochrome C oxidases	Alternative cytochrome c oxidase polypeptide CoxP (EC 1.9.3.1)	fig|6666666.707976.peg.4678
Respiration	Electron accepting reactions	Terminal cytochrome C oxidases	Cytochrome c oxidase polypeptide II (EC 1.9.3.1)	fig|6666666.707976.peg.4278
Respiration	Electron accepting reactions	Terminal cytochrome C oxidases	membrane c-type cytochrome cy	fig|6666666.707976.peg.3967
Respiration	Electron accepting reactions	Terminal cytochrome C oxidases	Cytochrome c oxidase subunit CcoP (EC 1.9.3.1)	fig|6666666.707976.peg.3280, fig|6666666.707976.peg.3285
Respiration	Electron accepting reactions	Terminal cytochrome C oxidases	Cytochrome c oxidase subunit CcoO (EC 1.9.3.1)	fig|6666666.707976.peg.3282, fig|6666666.707976.peg.3287
Respiration	Electron accepting reactions	Terminal cytochrome C oxidases	Type cbb3 cytochrome oxidase biogenesis protein CcoS, involved in heme b insertion	fig|6666666.707976.peg.3275
Respiration	Electron accepting reactions	Terminal cytochrome C oxidases	Alternative cytochrome c oxidase polypeptide CoxN (EC 1.9.3.1)	fig|6666666.707976.peg.4680
Respiration	Electron accepting reactions	Terminal cytochrome C oxidases	Type cbb3 cytochrome oxidase biogenesis protein CcoG, involved in Cu oxidation	fig|6666666.707976.peg.3278
Respiration	Electron accepting reactions	Terminal cytochrome C oxidases	Cytochrome c oxidase polypeptide III (EC 1.9.3.1)	fig|6666666.707976.peg.4274
Respiration	Electron accepting reactions	Anaerobic respiratory reductases	Vanillate O-demethylase oxidoreductase (EC 1.14.13.-)	fig|6666666.707976.peg.2955
Respiration	Electron accepting reactions	Anaerobic respiratory reductases	Electron transfer flavoprotein-ubiquinone oxidoreductase (EC 1.5.5.1)	fig|6666666.707976.peg.5212
Respiration	Electron accepting reactions	Anaerobic respiratory reductases	Flavodoxin reductases (ferredoxin-NADPH reductases) family 1	fig|6666666.707976.peg.1306, fig|6666666.707976.peg.2955
Respiration	Electron accepting reactions	Anaerobic respiratory reductases	Ferredoxin reductase	fig|6666666.707976.peg.637, fig|6666666.707976.peg.3373, fig|6666666.707976.peg.3626, fig|6666666.707976.peg.5562
Respiration	Electron accepting reactions	Anaerobic respiratory reductases	Arsenate reductase (EC 1.20.4.1)	fig|6666666.707976.peg.4471
Respiration	Electron accepting reactions	Terminal cytochrome oxidases	Cytochrome O ubiquinol oxidase subunit III (EC 1.10.3.-)	fig|6666666.707976.peg.1433
Respiration	Electron accepting reactions	Terminal cytochrome oxidases	putative Cytochrome bd2, subunit I	fig|6666666.707976.peg.2869
Respiration	Electron accepting reactions	Terminal cytochrome oxidases	Cytochrome O ubiquinol oxidase subunit IV (EC 1.10.3.-)	fig|6666666.707976.peg.1434
Respiration	Electron accepting reactions	Terminal cytochrome oxidases	Cytochrome O ubiquinol oxidase subunit I (EC 1.10.3.-)	fig|6666666.707976.peg.1432
Respiration	Electron accepting reactions	Terminal cytochrome oxidases	putative Cytochrome bd2, subunit II	fig|6666666.707976.peg.2870
Respiration	Electron accepting reactions	Terminal cytochrome oxidases	Cytochrome O ubiquinol oxidase subunit II (EC 1.10.3.-)	fig|6666666.707976.peg.1431
Respiration	Electron donating reactions	Na(+)-translocating NADH-quinone oxidoreductase and rnf-like group of electron transport complexes	Electron transport complex protein RnfE	fig|6666666.707976.peg.3796
Respiration	Electron donating reactions	Na(+)-translocating NADH-quinone oxidoreductase and rnf-like group of electron transport complexes	Electron transport complex protein RnfA	fig|6666666.707976.peg.3800
Respiration	Electron donating reactions	Na(+)-translocating NADH-quinone oxidoreductase and rnf-like group of electron transport complexes	Electron transport complex protein RnfG	fig|6666666.707976.peg.3797
Respiration	Electron donating reactions	Na(+)-translocating NADH-quinone oxidoreductase and rnf-like group of electron transport complexes	Electron transport complex protein RnfD	fig|6666666.707976.peg.3798
Respiration	Electron donating reactions	Na(+)-translocating NADH-quinone oxidoreductase and rnf-like group of electron transport complexes	Electron transport complex protein RnfB	fig|6666666.707976.peg.3799
Respiration	Electron donating reactions	Respiratory Complex I	NADH-ubiquinone oxidoreductase chain K (EC 1.6.5.3)	fig|6666666.707976.peg.3432
Respiration	Electron donating reactions	Respiratory Complex I	NADH-ubiquinone oxidoreductase chain L (EC 1.6.5.3)	fig|6666666.707976.peg.3431
Respiration	Electron donating reactions	Respiratory Complex I	NADH-ubiquinone oxidoreductase chain J (EC 1.6.5.3)	fig|6666666.707976.peg.3433
Respiration	Electron donating reactions	Respiratory Complex I	NADH-ubiquinone oxidoreductase chain N (EC 1.6.5.3)	fig|6666666.707976.peg.3429
Respiration	Electron donating reactions	Respiratory Complex I	NADH-ubiquinone oxidoreductase chain H (EC 1.6.5.3)	fig|6666666.707976.peg.3435
Respiration	Electron donating reactions	Respiratory Complex I	NADH-ubiquinone oxidoreductase chain E (EC 1.6.5.3)	fig|6666666.707976.peg.3438
Respiration	Electron donating reactions	Respiratory Complex I	NADH-ubiquinone oxidoreductase chain B (EC 1.6.5.3)	fig|6666666.707976.peg.3440
Respiration	Electron donating reactions	Respiratory Complex I	NADH-ubiquinone oxidoreductase chain I (EC 1.6.5.3)	fig|6666666.707976.peg.3434
Respiration	Electron donating reactions	Respiratory Complex I	NADH-ubiquinone oxidoreductase chain M (EC 1.6.5.3)	fig|6666666.707976.peg.3430
Respiration	Electron donating reactions	Respiratory Complex I	NADH-ubiquinone oxidoreductase chain F (EC 1.6.5.3)	fig|6666666.707976.peg.3437
Respiration	Electron donating reactions	Respiratory Complex I	NADH-ubiquinone oxidoreductase chain G (EC 1.6.5.3)	fig|6666666.707976.peg.3436
Respiration	Electron donating reactions	Respiratory Complex I	NADH-ubiquinone oxidoreductase chain C (EC 1.6.5.3)	fig|6666666.707976.peg.3439
Respiration	Electron donating reactions	Respiratory Complex I	NADH ubiquinone oxidoreductase chain A (EC 1.6.5.3)	fig|6666666.707976.peg.3441
Respiration	Electron donating reactions	Respiratory Complex I	NADH-ubiquinone oxidoreductase chain D (EC 1.6.5.3)	fig|6666666.707976.peg.3439
Respiration	Electron donating reactions	Respiratory dehydrogenases 1	Proline dehydrogenase (EC 1.5.99.8) (Proline oxidase)	fig|6666666.707976.peg.5794
Respiration	Electron donating reactions	Respiratory dehydrogenases 1	Glucose dehydrogenase, PQQ-dependent (EC 1.1.5.2)	fig|6666666.707976.peg.753
Respiration	Electron donating reactions	Respiratory dehydrogenases 1	NADH dehydrogenase (EC 1.6.99.3)	fig|6666666.707976.peg.627, fig|6666666.707976.peg.868, fig|6666666.707976.peg.3112
Respiration	Electron donating reactions	Respiratory dehydrogenases 1	Aerobic glycerol-3-phosphate dehydrogenase (EC 1.1.5.3)	fig|6666666.707976.peg.3765
Respiration	Electron donating reactions	Respiratory dehydrogenases 1	D-amino acid dehydrogenase small subunit (EC 1.4.99.1)	fig|6666666.707976.peg.5248, fig|6666666.707976.peg.5476
Respiration	Electron donating reactions	Succinate dehydrogenase	Succinate dehydrogenase iron-sulfur protein (EC 1.3.99.1)	fig|6666666.707976.peg.2529
Respiration	Electron donating reactions	Succinate dehydrogenase	Succinate dehydrogenase hydrophobic membrane anchor protein	fig|6666666.707976.peg.2531
Respiration	Electron donating reactions	Succinate dehydrogenase	Succinate dehydrogenase cytochrome b-556 subunit	fig|6666666.707976.peg.2532
Respiration	Electron donating reactions	Succinate dehydrogenase	Succinate dehydrogenase flavoprotein subunit (EC 1.3.99.1)	fig|6666666.707976.peg.2530
Respiration	Electron donating reactions	NADH ubiquinone oxidoreductase	NADH-ubiquinone oxidoreductase chain K (EC 1.6.5.3)	fig|6666666.707976.peg.3432
Respiration	Electron donating reactions	NADH ubiquinone oxidoreductase	NADH-ubiquinone oxidoreductase chain L (EC 1.6.5.3)	fig|6666666.707976.peg.3431
Respiration	Electron donating reactions	NADH ubiquinone oxidoreductase	NADH-ubiquinone oxidoreductase chain J (EC 1.6.5.3)	fig|6666666.707976.peg.3433
Respiration	Electron donating reactions	NADH ubiquinone oxidoreductase	NADH-ubiquinone oxidoreductase chain N (EC 1.6.5.3)	fig|6666666.707976.peg.3429
Respiration	Electron donating reactions	NADH ubiquinone oxidoreductase	NADH-ubiquinone oxidoreductase chain H (EC 1.6.5.3)	fig|6666666.707976.peg.3435
Respiration	Electron donating reactions	NADH ubiquinone oxidoreductase	NADH-ubiquinone oxidoreductase chain E (EC 1.6.5.3)	fig|6666666.707976.peg.3438
Respiration	Electron donating reactions	NADH ubiquinone oxidoreductase	NADH-ubiquinone oxidoreductase chain B (EC 1.6.5.3)	fig|6666666.707976.peg.3440
Respiration	Electron donating reactions	NADH ubiquinone oxidoreductase	NADH-ubiquinone oxidoreductase chain I (EC 1.6.5.3)	fig|6666666.707976.peg.3434
Respiration	Electron donating reactions	NADH ubiquinone oxidoreductase	NADH-ubiquinone oxidoreductase chain M (EC 1.6.5.3)	fig|6666666.707976.peg.3430
Respiration	Electron donating reactions	NADH ubiquinone oxidoreductase	NADH-ubiquinone oxidoreductase chain F (EC 1.6.5.3)	fig|6666666.707976.peg.3437
Respiration	Electron donating reactions	NADH ubiquinone oxidoreductase	NADH-ubiquinone oxidoreductase chain G (EC 1.6.5.3)	fig|6666666.707976.peg.3436
Respiration	Electron donating reactions	NADH ubiquinone oxidoreductase	NADH-ubiquinone oxidoreductase chain C (EC 1.6.5.3)	fig|6666666.707976.peg.3439
Respiration	Electron donating reactions	NADH ubiquinone oxidoreductase	NADH ubiquinone oxidoreductase chain A (EC 1.6.5.3)	fig|6666666.707976.peg.3441
Respiration	Electron donating reactions	NADH ubiquinone oxidoreductase	NADH-ubiquinone oxidoreductase chain D (EC 1.6.5.3)	fig|6666666.707976.peg.3439
Respiration	Respiration - no subcategory	Quinone oxidoreductase family	Quinone oxidoreductase (EC 1.6.5.5)	fig|6666666.707976.peg.137, fig|6666666.707976.peg.2577, fig|6666666.707976.peg.4223, fig|6666666.707976.peg.5325, fig|6666666.707976.peg.5517
Respiration	Respiration - no subcategory	Quinone oxidoreductase family	Putative NADP-dependent oxidoreductase PA1648	fig|6666666.707976.peg.3919
Respiration	Respiration - no subcategory	Biogenesis of cytochrome c oxidases	Heme A synthase, cytochrome oxidase biogenesis protein Cox15-CtaA	fig|6666666.707976.peg.4270
Respiration	Respiration - no subcategory	Biogenesis of cytochrome c oxidases	Ferredoxin--NADP(+) reductase (EC 1.18.1.2)	fig|6666666.707976.peg.1887, fig|6666666.707976.peg.2873
Respiration	Respiration - no subcategory	Biogenesis of cytochrome c oxidases	Cytochrome oxidase biogenesis protein Sco1/SenC/PrrC, putative copper metallochaperone	fig|6666666.707976.peg.4268, fig|6666666.707976.peg.4269, fig|6666666.707976.peg.5679
Respiration	Respiration - no subcategory	Biogenesis of cytochrome c oxidases	Copper metallochaperone, bacterial analog of Cox17 protein	fig|6666666.707976.peg.489, fig|6666666.707976.peg.5680
Respiration	Respiration - no subcategory	Biogenesis of cytochrome c oxidases	Frataxin homolog CyaY, facilitates iron supply for heme A synthesis or Fe-S cluster assembly	fig|6666666.707976.peg.5280
Respiration	Respiration - no subcategory	Biogenesis of cytochrome c oxidases	Heme O synthase, protoheme IX farnesyltransferase (EC 2.5.1.-) COX10-CtaB	fig|6666666.707976.peg.1435
Respiration	Respiration - no subcategory	Biogenesis of cytochrome c oxidases	Cytochrome oxidase biogenesis protein Cox11-CtaG, copper delivery to Cox1	fig|6666666.707976.peg.4275
Respiration	Respiration - no subcategory	Biogenesis of cytochrome c oxidases	Cytochrome oxidase biogenesis protein Surf1, facilitates heme A insertion	fig|6666666.707976.peg.4272
Respiration	Respiration - no subcategory	Biogenesis of cbb3-type cytochrome c oxidases	Type cbb3 cytochrome oxidase biogenesis protein CcoI	fig|6666666.707976.peg.3276
Respiration	Respiration - no subcategory	Biogenesis of cbb3-type cytochrome c oxidases	Type cbb3 cytochrome oxidase biogenesis protein CcoS, involved in heme b insertion	fig|6666666.707976.peg.3275
Respiration	Respiration - no subcategory	Biogenesis of cbb3-type cytochrome c oxidases	Putative analog of CcoH, COG3198	fig|6666666.707976.peg.3277
Respiration	Respiration - no subcategory	Biogenesis of cbb3-type cytochrome c oxidases	Type cbb3 cytochrome oxidase biogenesis protein CcoG, involved in Cu oxidation	fig|6666666.707976.peg.3278
Respiration	Respiration - no subcategory	Formate hydrogenase	Formate dehydrogenase chain D (EC 1.2.1.2)	fig|6666666.707976.peg.4412
Respiration	Respiration - no subcategory	Formate hydrogenase	NAD-dependent formate dehydrogenase gamma subunit	fig|6666666.707976.peg.1721
Respiration	Respiration - no subcategory	Formate hydrogenase	Formate dehydrogenase O beta subunit (EC 1.2.1.2)	fig|6666666.707976.peg.5583
